"Isbn";"Author"
"9780486203072";"Wilkie Collins"
"9780486206172";"Barnie F. Winkelman"
"9780486206172";"Hans Kmoch"
"9780486211336";"Olaf Stapledon"
"9780486211336";"William Olaf Stapledon"
"9780486212685";"Elliott Coues"
"9780486212685";"Lewis Clark"
"9780486218663";"E. A. Wallis Budge"
"9780486220376";"Charles A. Eastman"
"9780486220376";"E. L. Blumenschein"
"9780486224572";"Frederick Douglass"
"9780486227450";"Theodore Menten"
"9780486232942";"Leonard Barden"
"9780486240305";"Barbara Brondolo"
"9780486243450";"Blanche Cirker"
"9780486247793";"L. Frank Baum"
"9780486251776";"Elliot Snow"
"9780486252087";"John R. Neill"
"9780486252087";"L. Frank Baum"
"9780486256115";"Frank O. Braynard"
"9780486261799";"Karl Fulves"
"9780486264646";"Joseph Conrad"
"9780486264646";"Stanley Appelbaum"
"9780486264660";"Emily Dickinson"
"9780486264783";"Oscar Wilde"
"9780486265865";"Stephen Quirke"
"9780486266848";"Henry James"
"9780486266909";"Edith Wharton"
"9780486268705";"Dover Thrift Editions"
"9780486268705";"James Joyce"
"9780486268750";"Edgar Allan Poe"
"9780486269689";"Dover Thrift Editions"
"9780486269689";"Jack London"
"9780486270517";"William Blake"
"9780486270524";"Elizabeth Barrett Browning"
"9780486270531";"Fyodor Dostoyevsky"
"9780486270555";"Sir Arthur Conan Doyle"
"9780486270555";"Stanley Appelbaum"
"9780486270609";"Dover Thrift Editions"
"9780486270609";"Nathaniel Hawthorne"
"9780486270616";"Shane Weller"
"9780486270616";"William Sydney Porter"
"9780486270623";"Henrik Ibsen"
"9780486270630";"Jack London"
"9780486270647";"Guy De Maupassant"
"9780486270715";"H. G. Wells"
"9780486270739";"William Wordsworth"
"9780486270845";"Children\'s Dover Thrift"
"9780486270845";"Jacob And Wilhelm Grimm"
"9780486271651";"Martin Gardner"
"9780486272634";"Edwin A. Abbott"
"9780486272641";"R. K. Gordon"
"9780486272665";"Samuel Taylor Coleridge"
"9780486272702";"John Grafton"
"9780486272740";"N. H. Thompson"
"9780486272740";"Niccolò Machiavelli"
"9780486272757";"Edgar Lee Masters"
"9780486272818";"August Strindberg"
"9780486273006";"Philip Smith"
"9780486273778";"Elsie Clews Parsons"
"9780486275475";"Stephen Crane"
"9780486275574";"William Shakespeare"
"9780486275635";"Henry David Thoreau"
"9780486275727";"Philip Smith"
"9780486277837";"Robert Browning"
"9780486277851";"Willa Cather"
"9780486277875";"William Congreve"
"9780486277905";"Ralph Waldo Emerson"
"9780486278025";"William Shakespeare"
"9780486278049";"Sophocles"
"9780486278162";"Hans Christian Andersen"
"9780486280318";"Children\'s Dover Thrift"
"9780486280318";"Edward Lear"
"9780486280387";"Ambrose Bierce"
"9780486280486";"Dover Thrift Editions"
"9780486280486";"Nathaniel Hawthorne"
"9780486280592";"Gertrude Stein"
"9780486280615";"Mark Twain"
"9780486281964";"Sarah Orne Jewett"
"9780486282114";"Dover Thrift Editions"
"9780486282114";"Mary Shelley"
"9780486282251";"Aristophanes"
"9780486282695";"Dover Thrift Editions"
"9780486282695";"Sherwood Anderson"
"9780486284675";"E. M. Forster"
"9780486284736";"Dover Thrift Editions"
"9780486284736";"Jane Austen"
"9780486285528";"Singer Media Corporation"
"9780486285535";"Philip Smith"
"9780486287591";"Jonathan Swift"
"9780486289991";"F. Scott Fitzgerald"
"9780486290386";"Dover Thrift Editions"
"9780486290386";"Edward Bellamy"
"9780486290492";"Jane Austen"
"9780486290737";"Benjamin Franklin"
"9780486290812";"Dover Thrift Editions"
"9780486290812";"Fyodor Dostoyevsky"
"9780486291703";"Harrison Cady"
"9780486291703";"Thornton W. Burgess"
"9780486292564";"Emily Brontë"
"9780486292885";"R. Ewart Oakeshott"
"9780486292946";"William Carlos Williams"
"9780486293554";"R. N. Coles"
"9780486295725";"Constance Garnett"
"9780486295725";"Fyodor Dostoyevsky"
"9780486296340";"Louisa May Alcott"
"9780486297651";"William Shakespeare"
"9780486298030";"Dover Thrift Editions"
"9780486298030";"Edith Wharton"
"9780486299921";"Luigi Pirandello"
"9780486400761";"Anthony Trollope"
"9780486401461";"Oscar Wilde"
"9780486404271";"Daniel Defoe"
"9780486404271";"Dover Thrift Editions"
"9780486405520";"H. G. Wells"
"9780486406480";"Dover Thrift Editions"
"9780486406480";"Jane Austen"
"9780486406534";"Hermann Hesse"
"9780486408767";"Claude McKay"
"9780486408781";"Dover Thrift Editions"
"9780486408781";"Lewis Carroll"
"9780486411910";"Robert L. Herbert"
"9780486414164";"Dover Thrift Editions"
"9780486414164";"Robert Louis Stevenson"
"9780486415840";"Paul Negri"
"9780486415864";"Charles Dickens"
"9780486415918";"Dover Thrift Editions"
"9780486415918";"Mark Twain"
"9780486419275";"Jean Racine"
"9780486419275";"Wallace Fowlie"
"9780486428420";"Children\'s Classics"
"9780486428420";"Mary Mapes Dodge"
"9780500011935";"Michael Levey"
"9780500091081";"David Hockney"
"9780500091081";"Nikos Stangos"
"9780500280676";"Aidan Meehan"
"9780500282519";"John Gollings"
"9780505512383";"Barry Cord"
"9780505515254";"Rachel North"
"9780505515568";"Eleanor Robinson"
"9780505516107";"Carter Brown"
"9780505516299";"James D. Nichols"
"9780505520685";"Cinammon Burke"
"9780505520685";"Phoebe Conn"
"9780505522085";"Amanda Ashley"
"9780505522559";"Sandra Hill"
"9780505522672";"Victoria Alexander"
"9780505522832";"Annie Kimberlin"
"9780505522832";"Emma Craig"
"9780505522832";"Kathleen Nance"
"9780505522962";"Kimberly Raye"
"9780505522979";"Sandra Hill"
"9780505522993";"Kathleen Nance"
"9780505523181";"Dara Joy"
"9780505523181";"Nelle McFather"
"9780505523181";"Victoria Alexander"
"9780505523440";"Robin Wells"
"9780505523853";"Virginia Farmer"
"9780505524133";"Susan Grant"
"9780505524225";"Trish Jensen"
"9780505524232";"Melanie Jackson"
"9780505524270";"Robin Wells"
"9780505524331";"Rita Herron"
"9780505524355";"Judy Gill"
"9780505524409";"Rebecca Brandewyne"
"9780505524430";"Ann Lawrence"
"9780505524904";"Carla Cook"
"9780505524942";"Connie Mason"
"9780505524973";"Katherine Deauxville"
"9780505524997";"Susan Grant"
"9780505525031";"Robin Wells"
"9780505525055";"Stobie Piel"
"9780505525161";"Patti O\'Shea"
"9780505525178";"Katie MacAlister"
"9780505525222";"Patricia Waddell"
"9780505525307";"Katie MacAlister"
"9780505525314";"Melanie Jackson"
"9780505525338";"Melanie Jackson"
"9780505525376";"Garthia Anderson"
"9780505525499";"Pat White"
"9780505525529";"Lynsay Sands"
"9780505525543";"Katie MacAlister"
"9780515035087";"John Jakes"
"9780515039276";"John Jakes"
"9780515040463";"John Jakes"
"9780515041859";"John Jakes"
"9780515041866";"John Jakes"
"9780515056563";"Marian Pope Rettke"
"9780515058185";"Daphne Woodward"
"9780515060713";"Ngaio Marsh"
"9780515061628";"Catherine Mills"
"9780515061666";"Ngaio Marsh"
"9780515061789";"Ngaio Marsh"
"9780515070743";"Ngaio Marsh"
"9780515071054";"Ngaio Marsh"
"9780515074437";"Ngaio Marsh"
"9780515075014";"Ngaio Marsh"
"9780515075038";"Ngaio Marsh"
"9780515075052";"Ngaio Marsh"
"9780515075069";"Ngaio Marsh"
"9780515075076";"Ngaio Marsh"
"9780515075342";"Ngaio Marsh"
"9780515076066";"Ngaio Marsh"
"9780515076271";"Ngaio Marsh"
"9780515077001";"Ngaio Marsh"
"9780515077353";"Ngaio Marsh"
"9780515077438";"Kathryn Atwood"
"9780515078510";"Ngaio Marsh"
"9780515081572";"Lawrence Block"
"9780515084559";"W.E.B. Griffin"
"9780515085921";"Ngaio Marsh"
"9780515085990";"H. Gluck"
"9780515085990";"Mickey Mantle"
"9780515086706";"Kathryn Atwood"
"9780515086997";"Marcia Chellis"
"9780515087123";"Lilian Jackson Braun"
"9780515087253";"W.E.B. Griffin"
"9780515087338";"F. Paul Wilson"
"9780515087949";"Lilian Jackson Braun"
"9780515087994";"Elizabeth Mansfield"
"9780515089943";"David Wilkerson"
"9780515090161";"Lilian Jackson Braun"
"9780515090178";"Lilian Jackson Braun"
"9780515090222";"W.E.B. Griffin"
"9780515090291";"Bob Uecker"
"9780515090376";"LaVyrle Spencer"
"9780515090505";"Lilian Jackson Braun"
"9780515090659";"LaVyrle Spencer"
"9780515091335";"John Jakes"
"9780515091571";"John Jakes"
"9780515093209";"Lilian Jackson Braun"
"9780515093551";"Anne Rice"
"9780515094657";"Gelsey Kirkland"
"9780515094770";"LaVyrle Spencer"
"9780515094794";"T. Cole-Whittaker"
"9780515095128";"Barbara Cartland"
"9780515095524";"Agatha Christie"
"9780515095821";"Lilian Jackson Braun"
"9780515097030";"Mary McMullen"
"9780515097504";"W.E.B. Griffin"
"9780515099546";"Lilian Jackson Braun"
"9780515100075";"Sean Flannery"
"9780515101225";"LaVyrle Spencer"
"9780515101232";"Lilian Jackson Braun"
"9780515101485";"W.E.B. Griffin"
"9780515101874";"Charles H. Buck"
"9780515102659";"Lilian Jackson Braun"
"9780515103298";"Truddi Chase"
"9780515103977";"W.E.B. Griffin"
"9780515103991";"Chelsea Quinn Yarbro"
"9780515104196";"Joe Weber"
"9780515104530";"A. Lyons"
"9780515104530";"Thomas Noguchi"
"9780515105216";"LaVyrle Spencer"
"9780515105445";"David R. Olson"
"9780515105919";"Jill Marie Landis"
"9780515107470";"W.E.B. Griffin"
"9780515107661";"Catherine Coulter"
"9780515107869";"Lilian Jackson Braun"
"9780515109504";"Lilian Jackson Braun"
"9780515110135";"W. E. B. Griffin"
"9780515110395";"Steve Martini"
"9780515110548";"LaVyrle Spencer"
"9780515111132";"W.E.B. Griffin"
"9780515111279";"Lilian Jackson Braun"
"9780515111316";"Catherine Coulter"
"9780515111347";"John R. Riggs"
"9780515112467";"Joe Weber"
"9780515112641";"Steve Martini"
"9780515113310";"LaVyrle Spencer"
"9780515113327";"Lilian Jackson Braun"
"9780515113525";"Angela Bowie"
"9780515113525";"Patrick Carr"
"9780515113716";"Steve Martini"
"9780515114003";"Nora Roberts"
"9780515114690";"Nora Roberts"
"9780515115482";"Julia Fenton"
"9780515115635";"LaVyrle Spencer"
"9780515115642";"Lilian Jackson Braun"
"9780515116069";"Nora Roberts"
"9780515116175";"Dick Francis"
"9780515116298";"Beverly Bird"
"9780515116380";"Alexandra Blackstone"
"9780515117233";"Dick Francis"
"9780515117424";"W.E.B. Griffin"
"9780515117554";"Robert W. Walker"
"9780515117615";"Andrew M. Greeley"
"9780515117790";"Nora Roberts"
"9780515118230";"LaVyrle Spencer"
"9780515118247";"Lilian Jackson Braun"
"9780515118650";"Catherine Coulter"
"9780515119206";"Nora Roberts"
"9780515119527";"Dick Francis"
"9780515119664";"Donna Gillespie"
"9780515119787";"Elizabeth Berg"
"9780515120004";"Nora Roberts"
"9780515120271";"Lilian Jackson Braun"
"9780515120349";"Rachelle Nelson"
"9780515120615";"Nora Roberts"
"9780515120622";"none"
"9780515120868";"Carol O\'Connell"
"9780515120875";"Nora Roberts"
"9780515120882";"Catherine Coulter"
"9780515121285";"Lynda La Plante"
"9780515121391";"Lynn Kurland"
"9780515121490";"Steve Martini"
"9780515121742";"Casey Claybourne"
"9780515121742";"Elizabeth Bevarly"
"9780515121742";"Je"
"9780515121742";"Lynn Kurland"
"9780515121841";"Nora Roberts"
"9780515122190";"LaVyrle Spencer"
"9780515122404";"Lilian Jackson Braun"
"9780515122497";"Catherine Coulter"
"9780515122732";"Nora Roberts"
"9780515123173";"Nora Roberts"
"9780515123296";"W.E.B. Griffin"
"9780515123449";"Lee Child"
"9780515123494";"Robert B. Parker"
"9780515123531";"Eric Bowman"
"9780515124064";"W.E.B. Griffin"
"9780515124217";"Nora Roberts"
"9780515124620";"Lavyrle Spencer"
"9780515124637";"Lilian Jackson Braun"
"9780515124651";"Kate Freiman"
"9780515124798";"Lynda La Plante"
"9780515124897";"Nora Roberts"
"9780515125580";"Jonathan Rabb"
"9780515125627";"Catherine Coulter"
"9780515126082";"Nora Roberts"
"9780515126099";"Dick Francis"
"9780515126488";"Steve Martini"
"9780515126518";"Dick Francis"
"9780515126778";"Nora Roberts"
"9780515126983";"W. E. B. Griffin"
"9780515127102";"Collee"
"9780515127102";"Jill Marie Landis"
"9780515127102";"Jodi Thomas"
"9780515127102";"Kathleen Kane"
"9780515127218";"Catherine Coulter"
"9780515127225";"Dorothea Benton Frank"
"9780515127393";"Lilian Jackson Braun"
"9780515127485";"Robert Harris"
"9780515127683";"Jill Marie Landis"
"9780515127836";"Nora Roberts"
"9780515128321";"Judith Kelman"
"9780515128543";"Nora Roberts"
"9780515128550";"Nora Roberts"
"9780515128604";"Catherine Coulter"
"9780515128871";"James Pruitt"
"9780515129021";"Jayne Castle"
"9780515129229";"Jayne Ann Krentz"
"9780515129236";"Dick Francis"
"9780515129496";"Brendan DuBois"
"9780515129502";"Martin J. Smith"
"9780515129731";"Anne Kelleher"
"9780515129748";"Karen Fox"
"9780515129939";"Catherine Coulter"
"9780515129946";"Lilian Jackson Braun"
"9780515130041";"Steve Martini"
"9780515130096";"W.E.B. Griffin"
"9780515130126";"John J. Nance"
"9780515130386";"Nora Roberts"
"9780515130393";"Julie Beard"
"9780515130416";"Christina Kingston"
"9780515130546";"Jacqueline Navin"
"9780515130928";"Jayne Ann Krentz"
"9780515130966";"Catherine Coulter"
"9780515131086";"Dorothea Benton Frank"
"9780515131093";"J.D. Robb"
"9780515131093";"Laurell K. Hamilton"
"9780515131093";"Maggie"
"9780515131093";"Susan Krinard"
"9780515131222";"Nora Roberts"
"9780515131673";"Maggie Shayne"
"9780515131734";"Lori Foster"
"9780515131741";"Jayne Ann Krentz"
"9780515132021";"Nora Roberts"
"9780515132137";"Steve Martini"
"9780515132182";"Nora Roberts"
"9780515132250";"Catherine Coulter"
"9780515132267";"Lilian Jackson Braun"
"9780515132489";"W.E.B. Griffin"
"9780515132632";"Donna Fletcher"
"9780515132878";"Nora Roberts"
"9780515132908";"Judith Kelman"
"9780515133066";"Minette Walters"
"9780515133301";"Catherine Coulter"
"9780515133417";"Jayne Ann Krentz"
"9780515133622";"Kare"
"9780515133622";"Lynn Kurland"
"9780515133622";"Madeline Hunter"
"9780515133622";"Sherrilyn Kenyon"
"9780515133639";"Kathy Hepinstall"
"9780515133868";"Jill Gregory"
"9780515133868";"Mariann"
"9780515133868";"Nora Roberts"
"9780515133868";"Ruth Ryan Langan"
"9780515133875";"Laurell K. Hamilton"
"9780515133974";"Nora Roberts"
"9780515133998";"Jayne Ann Krentz"
"9780515134278";"Michael Marshall"
"9780515134360";"Catherine Coulter"
"9780515134384";"Lilian Jackson Braun"
"9780515134407";"Evan Kingsbury"
"9780515134445";"Laurell K. Hamilton"
"9780515134452";"Laurell K. Hamilton"
"9780515134469";"Laurell K. Hamilton"
"9780515134476";"Laurell K. Hamilton"
"9780515134483";"Laurell K. Hamilton"
"9780515134490";"Laurell K. Hamilton"
"9780515134506";"Laurell K. Hamilton"
"9780515134513";"Laurell K. Hamilton"
"9780515134520";"Laurell K. Hamilton"
"9780515134865";"John J. Nance"
"9780515135060";"Nora Roberts"
"9780515135305";"Emma Holly"
"9780515135350";"Carol O\'Connell"
"9780515135459";"Mary Jo Putney"
"9780515135749";"Baine Kerr"
"9780515135817";"Dale Brown"
"9780515135817";"Jim Defelice"
"9780515135954";"Steve Martini"
"9780515136180";"Jayne Ann Krentz"
"9780515136265";"Nora Roberts"
"9780515136289";"Nora Roberts"
"9780515136371";"Nora Roberts"
"9780515136432";"Ray Shannon"
"9780515136531";"Nora Roberts"
"9780515136548";"Catherine Coulter"
"9780515136555";"Lilian Jackson Braun"
"9780515136562";"W.E.B. Griffin"
"9780515136944";"Jayne Castle"
"9780515137057";"Theresa Monsour"
"9780515137118";"Nora Roberts"
"9780516046426";"R. Conrad Stein"
"9780516076270";"Ilona Koidahl"
"9780517006450";"Bryn C. Collins"
"9780517025307";"Albert Einstein"
"9780517051511";"Rh Value Publishing"
"9780517053584";"Edgar Allan Poe"
"9780517053614";"William Shakespeare"
"9780517064597";"Anne Tyler"
"9780517064627";"Mary Higgins Clark"
"9780517075036";"Michael Korda"
"9780517077740";"Sandra Brown"
"9780517084731";"William Safire"
"9780517084793";"Michael Crichton"
"9780517092811";"Tony Hillerman"
"9780517093580";"Beverley Birch"
"9780517093580";"William Shakespeare"
"9780517093658";"Illona Linthwaite"
"9780517100806";"Bonnie Altenhein"
"9780517118429";"Stephen Baker"
"9780517118979";"Rh Value Publishing"
"9780517122709";"John Kennedy Toole"
"9780517139615";"Janet Dailey"
"9780517146781";"Barbara Cartland"
"9780517147276";"Sted Mays"
"9780517147818";"Edward Guiliano"
"9780517147818";"John Tenniel"
"9780517147818";"Lewis Carroll"
"9780517149256";"Douglas Adams"
"9780517150641";"Dr. Paul Carus"
"9780517159309";"Rh Value Publishing"
"9780517159637";"Brenda Wilkinson"
"9780517162699";"Alex Haley"
"9780517163122";"Lucy Mead"
"9780517163443";"Meow Tzu"
"9780517163443";"Michael Kent"
"9780517182468";"John Saul"
"9780517186084";"Carol Highsmith"
"9780517186084";"Ted Landphair"
"9780517187760";"Wallace Stegner"
"9780517189184";"Jean M. Auel"
"9780517189580";"Anna Sewell"
"9780517189672";"Johanna Spyri"
"9780517189689";"L.M. Montgomery"
"9780517201657";"Colleen McCullough"
"9780517206799";"Sue Grafton"
"9780517208328";"Cecilia Fitzsimons"
"9780517208328";"David Burn"
"9780517220122";"Roland Gary Jones"
"9780517221082";"Mark Twain"
"9780517320907";"Mund Fuller"
"9780517331941";"W. L. Wilmshurst"
"9780517345825";"Isaac Asimov"
"9780517395752";"Dorothy L. Sayers"
"9780517422847";"John Le Carre"
"9780517431498";"Rh Value Publishing"
"9780517436233";"William Shakespeare"
"9780517463000";"O Park"
"9780517488904";"Gwynedd M. Hudson"
"9780517488904";"Lewis Carroll"
"9780517489048";"Lady Gregory"
"9780517489048";"William Butler Yeats"
"9780517524176";"Baxter Phillips"
"9780517536247";"Arnaud De Borchgrave"
"9780517536247";"Robert Moss"
"9780517541999";"Rh Value Publishing"
"9780517542095";"Douglas Adams"
"9780517543344";"Ian J. Burton"
"9780517549063";"Judith Krantz"
"9780517552001";"Douglas Adams"
"9780517554395";"Douglas Adams"
"9780517554555";"Martha Stewart"
"9780517556276";"Jean M. Auel"
"9780517556276";"Paul Bacon"
"9780517556757";"Martha Stewart"
"9780517559550";"Sheila Moore"
"9780517560235";"Rh Value Publishing"
"9780517562895";"Geoffrey Moore"
"9780517562895";"Robert Frost"
"9780517569627";"Patricia Sargent"
"9780517573198";"Vivian Vande Velde"
"9780517573822";"Cheryl Gross"
"9780517573822";"Jimmy Stewart"
"9780517574980";"William Caunitz"
"9780517575017";"Judith Krantz"
"9780517576984";"Susan Faludi"
"9780517577028";"Martha Stewart"
"9780517577400";"Douglas Adams"
"9780517580493";"Jean M. Auel"
"9780517585078";"Sheila Pickles"
"9780517585153";"Martin Amis"
"9780517588246";"Mathew Tekulsky"
"9780517588451";"Desmond Morris"
"9780517589816";"Michael D\'Antonio"
"9780517590669";"Hiroko Storm"
"9780517590676";"Hiroko Storm"
"9780517593349";"Judith Krantz"
"9780517595534";"Maryln Schwartz"
"9780517595756";"Dave Barry"
"9780517596753";"Ebury Press"
"9780517597156";"Ross Kasminoff"
"9780517597972";"Cathie Pelletier"
"9780517597989";"Dave Marinaccio"
"9780517613443";"Rh Value Publishing"
"9780517613474";"Rh Value Publishing"
"9780517618141";"Johanna Spyri"
"9780517626399";"Rh Value Publishing"
"9780517654958";"Maurizio Bongianni"
"9780517667187";"Hans Christian Andersen"
"9780517667187";"Troy Howell"
"9780517676042";"M. Nelson Chunder"
"9780517692004";"Gail Harvey"
"9780517693117";"Douglas Adams"
"9780517693391";"Derek Fell"
"9780517701409";"Amy Hempel"
"9780517701409";"Jim Shepard"
"9780517701768";"Ken Follett"
"9780517702130";"Andrew Klavan"
"9780517703236";"Ruth Rendell"
"9780517703359";"Martha Stewart"
"9780517703496";"Stanley Bing"
"9780517703779";"Bernard Glassman"
"9780517703779";"Rick Fields"
"9780517703854";"Hugh Prather"
"9780517703960";"Chris Bohjalian"
"9780517704806";"Ruth Rendell"
"9780517706817";"Laura Esquivel"
"9780517706817";"Margaret Sayers Pe"
"9780517706817";"Miguelanxo Prado"
"9780517706893";"Matthew Mead"
"9780517707395";"Michael Moore"
"9780517707869";"Colin Dexter"
"9780517799925";"Colin Dexter"
"9780517799956";"Barrie Dolnick"
"9780517880531";"Desmond Morris"
"9780517881002";"Matthew Bunson"
"9780517881224";"Julee Rosso"
"9780517881392";"Alan Cackett"
"9780517882061";"Diana Shaw"
"9780517882689";"Diana Shaw"
"9780517882689";"Kathy Warriner"
"9780517883860";"Dave Marinaccio"
"9780517884331";"Andrew Tobias"
"9780517884331";"Charles Mackay"
"9780517885765";"Bill Grossman"
"9780517886687";"Paul Lukas"
"9780520007840";"C. F. MacIntyre"
"9780520011175";"Dudley Fitts"
"9780520011175";"Mary Barnard"
"9780520011304";"J. J. Scarisbrick"
"9780520063273";"Lila Abu-Lughod"
"9780520077805";"Karen McCarthy Brown"
"9780520082564";"Peter Van Der Veer"
"9780520088795";"Annette Kuhn"
"9780520088795";"Susannah Radstone"
"9780520204515";"Geoffrey Nunberg"
"9780520204515";"Umberto Eco"
"9780520206731";"Carolyn See"
"9780520209107";"Sara Davidson"
"9780520216204";"Jane Holtz Kay"
"9780520222571";"Neil Henry"
"9780520223448";"Mark Juergensmeyer"
"9780521315449";"Sheila Stern"
"9780521398268";"H. S. Bennett"
"9780521409049";"Linda Buckle"
"9780521409049";"Paul Kelley"
"9780521409049";"William Shakespeare"
"9780521425049";"Jonathan Morris"
"9780521425049";"Robert Smith"
"9780521425049";"William Shakespeare"
"9780521426213";"Rex Gibson"
"9780521426213";"William Shakespeare"
"9780521427159";"John Borneman"
"9780521456937";"Irene Gunther"
"9780521456937";"Leslie T. Sharpe"
"9780521456937";"Richard Marek"
"9780521576222";"Amos Oz"
"9780521576222";"Nicholas De Lange"
"9780521662604";"Margaret Atwood"
"9780521777520";"Edward M. Reingold"
"9780521777520";"Nachum Dershowitz"
"9780521815819";"Jessica R. Feldman"
"9780523008479";"Tony Sciacca"
"9780523009155";"Bruce Lancaster"
"9780523009933";"Jeffrey Lord"
"9780523009933";"Ken Kelly"
"9780523413921";"C. S. Forester"
"9780523417486";"Marie De Jourlet"
"9780523418995";"Timothy B. Benford"
"9780523419565";"Patricia Campbell Hearst"
"9780523421216";" With James Southwood Saunders"
"9780523421216";"Frank"
"9780523424514";"Will Harriss"
"9780523485263";"Jessica Amanda Salmonson"
"9780525093305";"Marion Gorman"
"9780525169956";"Marc Norman"
"9780525237709";"John Irving"
"9780525241607";"David Storey"
"9780525244585";"Benjamin Hoff"
"9780525246398";"Tim Paulson"
"9780525246602";"Peter Straub"
"9780525259602";"Arnold Lobel"
"9780525259602";"Norma Farber"
"9780525405221";"Judy Blume"
"9780525426707";"Andre Norton"
"9780525440635";"George Ancona"
"9780525444442";"A. A. Milne"
"9780525444442";"Ernest H. Shepard"
"9780525444459";"A. A. Milne"
"9780525444459";"Ernest H. Shepard"
"9780525444466";"A. A. Milne"
"9780525444466";"Ernest H. Shepard"
"9780525446057";"Ann Durell"
"9780525446057";"Marilyn Sachs"
"9780525447092";"A. A. Milne"
"9780525455202";"Ernest H. Shepard"
"9780525455202";"John Tyerman Williams"
"9780525457459";"Jeffrey Moussaieff Masson"
"9780525457459";"Shirley Felts"
"9780525458630";"Gary Blackwood"
"9780525458630";"Stephen Alcorn"
"9780525459682";"Lorri Hewett"
"9780525462323";"A. A. Milne"
"9780525462323";"Ernest H. Shepard"
"9780525463061";"Bob Krogle"
"9780525463061";"Ellen Weiss"
"9780525463313";"A. A. Milne"
"9780525463313";"Ernest H. Shepard"
"9780525468639";"Aidan Chambers"
"9780525470144";"Geoffrey Of Monmouth"
"9780525470410";"H. J. Rose"
"9780525480372";"Lucy R. Lippard"
"9780525483359";"A. A. Milne"
"9780525483359";"Alexander Lenard"
"9780525484271";"Roger A. Caras"
"9780525485087";"Douglas Keister"
"9780525485087";"Elizabeth Pomada"
"9780525485087";"Michael Larsen"
"9780525932598";"Field"
"9780525932598";"Richard Kauffmann"
"9780525933656";"Clay Reynolds"
"9780525934196";"Patricia Kennealy"
"9780525934554";"Joyce Carol Oates"
"9780525934967";"Benjamin Hoff"
"9780525935766";"Stan Cutler"
"9780525936329";"Joyce Carol Oates"
"9780525938347";"Angela Shelf Medearis"
"9780525938507";"Gregory Howard Williams"
"9780525938637";"Lisa Vice"
"9780525938859";"Venise Berry"
"9780525939108";"Joan Hess"
"9780525939573";"Judith Hawkes"
"9780525939696";"Sharyn McCrumb"
"9780525939856";"Stephen W. Frey"
"9780525940418";"Kelsey Grammer"
"9780525940456";"Joyce Carol Oates"
"9780525941675";"Dorothy Allison"
"9780525941903";"Richard Bachman"
"9780525941903";"Stephen King"
"9780525941910";"Pat Barker"
"9780525942252";"Max Allan Collins"
"9780525942269";"Lydia Adamson"
"9780525943068";"Sharon Mitchell"
"9780525943624";"Bradford Telford"
"9780525943624";"Michael Cader"
"9780525943730";"Gary Schmidgall"
"9780525943860";"Eric Jerome Dickey"
"9780525944232";"Tom Savage"
"9780525944638";"Venise Berry"
"9780525944836";"Eric Jerome Dickey"
"9780525945048";"Lindsay Harrison"
"9780525945048";"Sylvia Browne"
"9780525945178";"John Darnton"
"9780525945215";"Dave Pelzer"
"9780525945277";"Tracy Chevalier"
"9780525945406";"James Van Praagh"
"9780525945444";"John Jakes"
"9780525945468";"Lee Martin"
"9780525945581";"Olivia Goldsmith"
"9780525945727";"Wendy Northcutt"
"9780525945765";"John Lescroart"
"9780525945789";"Erik Weihenmayer"
"9780525945819";"Tracy Chevalier"
"9780525945833";"Lee Martin"
"9780525945932";"Maeve Binchy"
"9780525946236";"Wendy Northcutt"
"9780525946243";"Penina Keen Spinka"
"9780525946274";"Augusta Trobaugh"
"9780525946281";"Ken Follett"
"9780525946403";"Andes Hruby"
"9780525946427";"Hari Kunzru"
"9780525946533";"Lisa Jewell"
"9780525946571";"Holly Payne"
"9780525946632";"Eric Jerome Dickey"
"9780525946755";"Dan Savage"
"9780525946786";"Alex Boese"
"9780525946823";"Maeve Binchy"
"9780525946847";"Penina Keen Spinka"
"9780525946892";"Ken Follett"
"9780525947110";"Caroline Hwang"
"9780525947134";"Rona Jaffe"
"9780525947295";"Harlan Coben"
"9780525947301";"Amanda Brownfield"
"9780525947349";"Lisa Jewell"
"9780525947646";"Al Franken"
"9780525947653";"Richard Paul Evans"
"9780525947677";"Tracy Chevalier"
"9780525947738";"Wendy Northcutt"
"9780525947912";"Harlan Coben"
"9780531058374";"J Lisle"
"9780531087879";"Janet Taylor Lisle"
"9780531098745";"Jack Clifford Smith"
"9780531103098";"Madelyn K. Anderson"
"9780531110393";"Kathlyn Gay"
"9780531150016";"Edmund H. Volkart"
"9780531150252";"Joanna Richardson"
"9780531162194";"Trudi Strain Trueit"
"9780531301425";"Melina Marchetta"
"9780533133727";"Joanne McClellan Egnor"
"9780534005412";"Charles Frederick Main"
"9780534129064";"Robert A. Goldberg"
"9780534178086";"George Tyler Miller"
"9780534525071";"Agnes Riedmann"
"9780534525071";"Mary Ann Lamanna"
"9780536597076";"Adrian Ann Rapp"
"9780551030688";"Adrian Plass"
"9780551031081";"Adrian Plass"
"9780551031128";"Adrian Plass"
"9780551032514";"Adrian Plass"
"9780551032514";"Bridget Plass"
"9780552121408";"Frederick Forsyth"
"9780552133258";"Terry Pratchett"
"9780552134750";"Frederick Forsyth"
"9780552136495";"Jane Barry"
"9780552138222";"Deric Longden"
"9780552138420";"Robert Rankin"
"9780552142502";"Simon Maginn"
"9780552142762";"Andy McNab"
